Order Type,Order Number,Datetime
long,3000,22.02.2023 15:00:03
long,3000,22.02.2023 15:03:57
long,3000,22.02.2023 15:16:43
long,3000,22.02.2023 15:22:06
short,3000,22.02.2023 15:26:03
long,3000,22.02.2023 16:53:50
long,3000,22.02.2023 17:18:48
short,3000,22.02.2023 19:04:28
short,3000,22.02.2023 19:18:48
long,3000,22.02.2023 19:24:17
short,3000,22.02.2023 22:37:20
short,3000,22.02.2023 23:01:18
short,3000,22.02.2023 23:05:06
long,3000,22.02.2023 23:18:47
short,3000,23.02.2023 02:07:09
short,3000,23.02.2023 02:32:27
short,3000,23.02.2023 02:36:43
short,3000,23.02.2023 02:40:40
short,3000,23.02.2023 02:44:05
long,3000,23.02.2023 03:18:48
long,3000,23.02.2023 03:49:32
long,3000,23.02.2023 05:35:25
long,3000,23.02.2023 09:35:00
long,3000,23.02.2023 11:20:11
long,3000,23.02.2023 11:23:29
long,3000,23.02.2023 11:28:01
long,3000,23.02.2023 11:35:34
long,3000,23.02.2023 11:48:48
long,3000,23.02.2023 12:05:52
long,3000,23.02.2023 12:18:47
short,3000,23.02.2023 12:23:46
short,3000,23.02.2023 12:50:07
long,3000,23.02.2023 13:18:47
short,3000,23.02.2023 13:19:11
long,3000,23.02.2023 13:30:50
long,3000,23.02.2023 13:48:06
long,3000,23.02.2023 13:52:10
short,3000,23.02.2023 14:10:28
long,3000,23.02.2023 14:18:48
long,3000,23.02.2023 14:36:16
long,3000,23.02.2023 15:07:03
long,3000,23.02.2023 16:59:44
short,3000,23.02.2023 17:18:48
short,3000,23.02.2023 17:45:02
long,3000,23.02.2023 17:52:47
long,3000,23.02.2023 18:05:35
long,3000,23.02.2023 18:18:48
short,3000,23.02.2023 18:49:57
long,3000,23.02.2023 21:55:26
long,3000,23.02.2023 22:04:15
short,3000,24.02.2023 00:08:03
short,3000,24.02.2023 01:09:35
long,3000,24.02.2023 02:08:55
long,3000,24.02.2023 02:56:23
long,3000,24.02.2023 06:06:41
long,3000,24.02.2023 08:13:22
short,3000,24.02.2023 08:32:24
short,3000,24.02.2023 12:15:47
long,3000,24.02.2023 13:09:10
long,3000,24.02.2023 13:31:48
long,3000,24.02.2023 13:38:55
long,3000,24.02.2023 14:18:48
short,3000,24.02.2023 14:33:44
long,3000,24.02.2023 15:16:35
long,3000,24.02.2023 15:25:09
long,3000,24.02.2023 15:32:35
long,3000,24.02.2023 15:39:31
long,3000,24.02.2023 15:44:04
long,3000,24.02.2023 15:57:52
long,3000,24.02.2023 16:01:25
long,3000,24.02.2023 16:04:45
short,3000,24.02.2023 16:07:28
long,3000,24.02.2023 16:13:58
long,3000,24.02.2023 16:18:48
short,3000,24.02.2023 16:42:46
long,3000,24.02.2023 17:50:05
long,3000,24.02.2023 19:12:20
long,3000,24.02.2023 19:34:59
short,3000,24.02.2023 19:39:02
short,3000,24.02.2023 19:50:26
short,3000,24.02.2023 20:02:24
long,3000,24.02.2023 20:18:48
long,3000,24.02.2023 21:50:05
long,3000,24.02.2023 22:18:47
long,3000,24.02.2023 22:35:23
long,3000,24.02.2023 22:39:41
long,3000,24.02.2023 23:18:47
long,3000,25.02.2023 10:46:35
long,3000,25.02.2023 11:00:24
short,3000,25.02.2023 11:18:48
long,3000,25.02.2023 12:47:30
long,3000,25.02.2023 19:33:39
long,3000,25.02.2023 19:52:31
short,3000,25.02.2023 20:18:47
long,3000,25.02.2023 20:46:32
long,3000,25.02.2023 21:18:47
short,3000,25.02.2023 22:53:35
short,3000,25.02.2023 23:25:07
long,3000,28.02.2023 07:47:45
long,3000,28.02.2023 07:55:38
short,3000,28.02.2023 10:40:11
long,3000,28.02.2023 11:18:48
short,3000,28.02.2023 12:19:28
short,3000,28.02.2023 14:40:20
short,3000,28.02.2023 14:46:18
long,3000,28.02.2023 14:50:53
long,3000,28.02.2023 15:18:48
long,3000,28.02.2023 19:18:33
long,3000,28.02.2023 19:22:51
long,3000,28.02.2023 19:27:58
long,3000,28.02.2023 20:02:36
long,3000,28.02.2023 20:18:48
long,3000,28.02.2023 21:04:34
long,3000,28.02.2023 21:10:33
long,3000,28.02.2023 21:18:48
long,3000,28.02.2023 21:35:00
long,3000,28.02.2023 21:42:21
long,3000,28.02.2023 22:18:48
long,3000,01.03.2023 00:50:21
long,3000,01.03.2023 00:53:37
long,3000,01.03.2023 01:18:48
short,3000,01.03.2023 01:34:25
short,3000,01.03.2023 01:52:58
short,3000,01.03.2023 03:07:13
short,3000,01.03.2023 03:13:49
long,3000,01.03.2023 03:18:48
short,3000,01.03.2023 04:30:15
short,3000,01.03.2023 04:38:20
short,3000,01.03.2023 04:46:14
short,3000,01.03.2023 04:49:29
short,3000,01.03.2023 04:55:18
long,3000,01.03.2023 05:18:47
short,3000,01.03.2023 08:54:18
long,3000,01.03.2023 09:18:47
short,3000,01.03.2023 12:30:24
long,3000,01.03.2023 13:29:41
long,3000,01.03.2023 13:34:14
long,3000,01.03.2023 14:18:48
long,3000,01.03.2023 14:37:43
short,3000,01.03.2023 14:42:15
short,3000,01.03.2023 14:49:20
long,3000,01.03.2023 14:59:02
long,3000,01.03.2023 15:06:34
long,3000,01.03.2023 16:08:58
short,3000,01.03.2023 16:47:31
long,3000,01.03.2023 19:49:14
long,3000,01.03.2023 19:53:19
long,3000,01.03.2023 19:59:04
long,3000,01.03.2023 20:18:48
short,3000,01.03.2023 21:37:25
long,3000,01.03.2023 22:18:47
long,3000,01.03.2023 22:23:41
short,3000,02.03.2023 00:18:45
short,3000,02.03.2023 00:22:12
long,3000,02.03.2023 01:38:46
long,3000,02.03.2023 06:12:33
long,3000,02.03.2023 06:18:48
long,3000,02.03.2023 07:24:32
long,3000,02.03.2023 08:18:48
long,3000,02.03.2023 12:31:49
long,3000,02.03.2023 13:12:37
long,3000,02.03.2023 13:18:47
long,3000,02.03.2023 14:09:02
long,3000,02.03.2023 14:18:48
short,3000,02.03.2023 18:59:23
short,3000,02.03.2023 20:42:00
short,3000,02.03.2023 20:47:23
long,3000,02.03.2023 21:33:12
long,3000,03.03.2023 01:18:22
long,3000,03.03.2023 01:21:57
long,3000,03.03.2023 01:29:05
short,3000,03.03.2023 01:32:57
long,3000,03.03.2023 01:34:14
long,3000,03.03.2023 01:40:10
short,3000,03.03.2023 01:40:21
long,3000,03.03.2023 01:57:20
short,3000,03.03.2023 02:07:08
long,3000,03.03.2023 02:18:47
short,3000,03.03.2023 02:19:14
short,3000,03.03.2023 09:03:53
long,3000,03.03.2023 13:46:34
short,3000,03.03.2023 13:48:28
short,3000,03.03.2023 14:04:59
long,3000,03.03.2023 14:18:48
long,3000,03.03.2023 15:18:47
short,3000,03.03.2023 17:11:34
long,3000,03.03.2023 21:19:19
short,3000,03.03.2023 21:22:44
long,3000,03.03.2023 21:48:47
long,3000,04.03.2023 19:34:19
long,3000,04.03.2023 20:43:52
long,3000,04.03.2023 21:45:42
short,3000,04.03.2023 22:23:12
short,3000,05.03.2023 01:16:10
long,3000,05.03.2023 01:18:49
long,3000,05.03.2023 02:33:00
long,3000,05.03.2023 03:18:48
long,3000,05.03.2023 09:04:11
long,3000,05.03.2023 21:41:49
long,3000,06.03.2023 02:18:48
short,3000,06.03.2023 15:46:21
short,3000,06.03.2023 15:51:46
long,3000,06.03.2023 16:18:48
long,3000,06.03.2023 19:18:46
long,3000,06.03.2023 20:57:56
short,3000,07.03.2023 03:00:20
short,3000,07.03.2023 03:05:00
long,3000,07.03.2023 09:40:41
long,3000,07.03.2023 14:16:24
long,3000,07.03.2023 14:31:39
long,3000,07.03.2023 15:00:55
long,3000,07.03.2023 15:07:25
long,3000,07.03.2023 15:18:48
short,3000,07.03.2023 15:21:17
long,3000,07.03.2023 15:28:54
short,3000,07.03.2023 15:37:19
short,3000,07.03.2023 16:18:48
long,3000,07.03.2023 16:27:49
long,3000,07.03.2023 18:40:00
long,3000,07.03.2023 18:49:23
long,3000,07.03.2023 19:57:25
long,3000,07.03.2023 20:04:27
long,3000,07.03.2023 20:10:51
long,3000,07.03.2023 20:18:47
long,3000,07.03.2023 21:13:31
long,3000,07.03.2023 21:18:48
short,3000,07.03.2023 21:43:31
short,3000,07.03.2023 23:33:13
short,3000,07.03.2023 23:38:19
long,3000,08.03.2023 03:22:40
long,3000,08.03.2023 05:39:38
long,3000,08.03.2023 06:18:47
short,3000,08.03.2023 10:24:23
short,3000,08.03.2023 10:36:02
short,3000,08.03.2023 10:40:28
long,3000,08.03.2023 12:49:27
long,3000,08.03.2023 14:09:05
long,3000,08.03.2023 15:00:22
long,3000,08.03.2023 15:07:07
short,3000,08.03.2023 15:12:36
long,3000,08.03.2023 15:18:48
long,3000,08.03.2023 18:23:30
long,3000,08.03.2023 18:27:33
short,3000,08.03.2023 20:35:39
long,3000,08.03.2023 21:39:14
long,3000,08.03.2023 21:49:15
short,3000,08.03.2023 22:18:48
long,3000,08.03.2023 22:56:04
short,3000,08.03.2023 22:57:17
long,3000,08.03.2023 23:07:22
long,3000,08.03.2023 23:18:47
long,3000,09.03.2023 07:53:06
long,3000,09.03.2023 08:07:06
long,3000,09.03.2023 10:47:16
long,3000,09.03.2023 11:18:48
long,3000,09.03.2023 13:25:11
short,3000,09.03.2023 14:06:53
short,3000,09.03.2023 14:15:12
short,3000,09.03.2023 14:18:34
long,3000,09.03.2023 14:18:47
long,3000,09.03.2023 14:31:02
long,3000,09.03.2023 15:56:30
long,3000,09.03.2023 16:09:07
long,3000,09.03.2023 16:38:51
long,3000,09.03.2023 16:42:29
short,3000,09.03.2023 17:18:48
long,3000,09.03.2023 18:18:48
long,3000,09.03.2023 18:28:23
long,3000,09.03.2023 18:31:38
long,3000,09.03.2023 18:50:47
long,3000,09.03.2023 19:00:55
long,3000,09.03.2023 19:05:44
long,3000,09.03.2023 19:18:48
long,3000,09.03.2023 19:30:40
long,3000,09.03.2023 20:14:17
short,3000,09.03.2023 20:18:48
long,3000,09.03.2023 20:18:59
long,3000,09.03.2023 20:22:39
short,3000,09.03.2023 20:31:46
long,3000,09.03.2023 20:39:32
long,3000,09.03.2023 20:44:07
long,3000,09.03.2023 20:47:29
long,3000,09.03.2023 20:51:56
long,3000,09.03.2023 20:55:43
long,3000,09.03.2023 20:59:14
long,3000,09.03.2023 21:02:47
long,3000,09.03.2023 21:18:48
long,3000,09.03.2023 21:33:10
short,3000,09.03.2023 22:09:37
long,3000,09.03.2023 22:18:48
long,3000,10.03.2023 00:13:41
long,3000,10.03.2023 00:23:15
short,3000,10.03.2023 00:24:43
long,3000,10.03.2023 01:04:29
long,3000,10.03.2023 01:15:28
long,3000,10.03.2023 01:20:14
short,3000,10.03.2023 01:29:19
short,3000,10.03.2023 01:54:39
long,3000,10.03.2023 03:04:56
long,3000,10.03.2023 04:06:13
long,3000,10.03.2023 04:33:27
long,3000,10.03.2023 04:37:24
short,3000,10.03.2023 05:22:56
short,3000,10.03.2023 05:32:59
long,3000,10.03.2023 06:18:48
long,3000,10.03.2023 07:07:02
short,3000,10.03.2023 07:07:42
short,3000,10.03.2023 07:34:51
long,3000,10.03.2023 09:37:03
long,3000,10.03.2023 10:40:38
long,3000,10.03.2023 10:44:59
long,3000,10.03.2023 10:48:28
long,3000,10.03.2023 11:18:48
long,3000,10.03.2023 11:24:15
short,3000,10.03.2023 11:50:12
long,3000,10.03.2023 12:18:48
short,3000,10.03.2023 12:25:42
short,3000,10.03.2023 12:46:17
short,3000,10.03.2023 13:18:48
short,3000,10.03.2023 13:30:31
long,3000,10.03.2023 13:34:44
short,3000,10.03.2023 13:43:04
short,3000,10.03.2023 13:48:53
long,3000,10.03.2023 13:57:15
long,3000,10.03.2023 14:03:41
long,3000,10.03.2023 14:06:55
long,3000,10.03.2023 14:14:55
long,3000,10.03.2023 14:18:48
short,3000,10.03.2023 14:28:15
long,3000,10.03.2023 14:36:31
long,3000,10.03.2023 14:41:43
long,3000,10.03.2023 14:48:01
short,3000,10.03.2023 15:01:28
long,3000,10.03.2023 15:18:48
long,3000,10.03.2023 15:23:13
short,3000,10.03.2023 15:53:38
short,3000,10.03.2023 16:22:17
short,3000,10.03.2023 16:27:01
short,3000,10.03.2023 16:31:09
short,3000,10.03.2023 16:34:26
long,3000,10.03.2023 16:46:02
long,3000,10.03.2023 17:03:48
long,3000,10.03.2023 17:09:35
long,3000,10.03.2023 17:18:47
short,3000,10.03.2023 17:46:29
short,3000,10.03.2023 19:09:41
short,3000,10.03.2023 19:53:42
long,3000,10.03.2023 21:21:54
short,3000,10.03.2023 21:50:40
short,3000,10.03.2023 22:04:03
short,3000,10.03.2023 22:54:07
short,3000,10.03.2023 23:11:48
short,3000,10.03.2023 23:45:00
short,3000,11.03.2023 00:29:04
short,3000,11.03.2023 00:48:56
short,3000,11.03.2023 01:04:04
short,3000,11.03.2023 01:08:57
short,3000,11.03.2023 01:14:01
short,3000,11.03.2023 01:18:48
short,3000,11.03.2023 01:29:47
short,3000,11.03.2023 01:36:56
short,3000,11.03.2023 01:40:42
short,3000,11.03.2023 01:56:47
long,3000,11.03.2023 02:10:49
long,3000,11.03.2023 02:18:48
long,3000,11.03.2023 02:28:49
long,3000,11.03.2023 03:06:32
long,3000,11.03.2023 03:09:51
long,3000,11.03.2023 03:18:47
long,3000,11.03.2023 04:10:51
long,3000,11.03.2023 06:35:38
long,3000,11.03.2023 07:18:48
long,3000,11.03.2023 07:37:46
long,3000,11.03.2023 07:41:23
long,3000,11.03.2023 07:45:31
short,3000,11.03.2023 07:49:48
long,3000,11.03.2023 07:50:32
long,3000,11.03.2023 07:58:18
long,3000,11.03.2023 08:04:18
short,3000,11.03.2023 08:13:13
short,3000,11.03.2023 08:17:16
long,3000,11.03.2023 08:18:48
short,3000,11.03.2023 08:22:41
short,3000,11.03.2023 08:44:11
short,3000,11.03.2023 14:31:53
short,3000,11.03.2023 17:08:25
short,3000,11.03.2023 17:43:47
long,3000,11.03.2023 18:18:48
long,3000,11.03.2023 19:10:21
short,3000,11.03.2023 20:32:37
short,3000,11.03.2023 20:37:54
long,3000,11.03.2023 21:18:48
short,3000,11.03.2023 23:36:04
short,3000,11.03.2023 23:52:36
long,3000,12.03.2023 00:13:58
long,3000,12.03.2023 02:09:56
long,3000,12.03.2023 07:47:54
short,3000,12.03.2023 11:41:27
short,3000,12.03.2023 17:25:28
short,3000,12.03.2023 17:28:48
long,3000,12.03.2023 17:31:29
short,3000,12.03.2023 17:46:55
short,3000,12.03.2023 17:59:06
short,3000,12.03.2023 18:02:43
long,3000,12.03.2023 18:18:48
short,3000,12.03.2023 18:21:39
short,3000,12.03.2023 18:25:04
short,3000,12.03.2023 18:33:53
short,3000,12.03.2023 18:38:46
long,3000,12.03.2023 19:18:49
long,3000,12.03.2023 19:32:23
short,3000,12.03.2023 19:45:07
long,3000,12.03.2023 20:18:48
short,3000,12.03.2023 20:23:41
short,3000,12.03.2023 20:29:55
short,3000,12.03.2023 20:33:42
short,3000,12.03.2023 20:59:08
short,3000,12.03.2023 21:18:48
long,3000,12.03.2023 22:05:29
short,3000,12.03.2023 22:16:24
short,3000,12.03.2023 22:19:43
long,3000,12.03.2023 22:21:04
short,3000,12.03.2023 22:23:20
long,3000,12.03.2023 22:35:26
long,3000,12.03.2023 22:57:06
long,3000,12.03.2023 23:18:47
short,3000,12.03.2023 23:23:15
short,3000,12.03.2023 23:45:29
short,3000,12.03.2023 23:52:10
short,3000,13.03.2023 00:00:33
long,3000,13.03.2023 00:04:47
long,3000,13.03.2023 00:18:48
short,3000,13.03.2023 00:19:13
short,3000,13.03.2023 00:51:30
short,3000,13.03.2023 00:54:46
long,3000,13.03.2023 00:58:00
short,3000,13.03.2023 00:58:50
long,3000,13.03.2023 01:09:03
long,3000,13.03.2023 01:12:17
long,3000,13.03.2023 01:18:48
long,3000,13.03.2023 02:19:39
long,3000,13.03.2023 02:25:05
long,3000,13.03.2023 02:45:48
long,3000,13.03.2023 02:49:08
short,3000,13.03.2023 04:13:52
short,3000,13.03.2023 07:39:20
short,3000,13.03.2023 08:06:30
long,3000,13.03.2023 08:48:50
long,3000,13.03.2023 09:25:16
long,3000,13.03.2023 09:28:40
long,3000,13.03.2023 09:34:06
long,3000,13.03.2023 09:37:31
short,3000,13.03.2023 09:45:32
long,3000,13.03.2023 10:16:00
short,3000,13.03.2023 10:29:05
short,3000,13.03.2023 10:33:02
long,3000,13.03.2023 12:11:14
short,3000,13.03.2023 13:01:26
short,3000,13.03.2023 13:16:16
long,3000,13.03.2023 13:29:05
long,3000,13.03.2023 13:37:22
short,3000,13.03.2023 13:49:43
long,3000,13.03.2023 14:01:53
short,3000,13.03.2023 14:08:09
short,3000,13.03.2023 14:14:00
short,3000,13.03.2023 14:18:46
short,3000,13.03.2023 14:22:21
long,3000,13.03.2023 14:29:05
long,3000,13.03.2023 14:42:13
short,3000,13.03.2023 14:44:22
short,3000,13.03.2023 14:48:00
long,3000,13.03.2023 14:51:51
short,3000,13.03.2023 15:01:45
short,3000,13.03.2023 15:05:21
short,3000,13.03.2023 15:08:37
long,3000,13.03.2023 15:26:05
short,3000,13.03.2023 15:29:06
long,3000,13.03.2023 15:32:31
long,3000,13.03.2023 15:38:13
short,3000,13.03.2023 15:41:17
long,3000,13.03.2023 15:48:38
short,3000,13.03.2023 16:01:14
short,3000,13.03.2023 16:22:19
long,3000,13.03.2023 16:29:06
long,3000,13.03.2023 16:32:45
short,3000,13.03.2023 16:36:17
short,3000,13.03.2023 16:42:34
long,3000,13.03.2023 17:05:27
long,3000,13.03.2023 17:29:06
short,3000,13.03.2023 17:32:32
short,3000,13.03.2023 18:02:12
long,3000,13.03.2023 18:06:33
long,3000,13.03.2023 18:29:06
short,3000,13.03.2023 18:54:46
short,3000,13.03.2023 19:01:09
long,3000,13.03.2023 19:25:56
long,3000,13.03.2023 20:14:23
long,3000,13.03.2023 20:30:20
long,3000,13.03.2023 21:29:30
long,3000,13.03.2023 23:19:40
long,3000,13.03.2023 23:29:06
